Date,Commodity No,Commodity ,UN code ,Country Name,Import Value (BD),Import Value (USA $),Import Weight (KG),Import Quantity,UM
11/1/2020,85124000,"WINDSCREEN WIPERS, DEFROSTERS, DEMISTERS FOR VEHICLES",JP,JAPAN,7260.722695,19310.4327,657.699,657.699,KG
11/1/2020,85124000,"WINDSCREEN WIPERS, DEFROSTERS, DEMISTERS FOR VEHICLES",MX,MEXICO,3765.983578,10015.91377,370.666,370.666,KG
11/1/2020,85124000,"WINDSCREEN WIPERS, DEFROSTERS, DEMISTERS FOR VEHICLES",MY,MALAYSIA,94.74369597,251.9779148,12.929,12.929,KG
11/1/2020,85124000,"WINDSCREEN WIPERS, DEFROSTERS, DEMISTERS FOR VEHICLES",RO,ROMANIA,26.88501318,71.50269463,8.706,8.706,KG
11/1/2020,85124000,"WINDSCREEN WIPERS, DEFROSTERS, DEMISTERS FOR VEHICLES",VA,HOLY SEE,292.7579494,778.6115676,6.78,6.78,KG
11/1/2020,85129000,"PARTS FOR VEHICLE LIGHTING, SIGNALLING EQUIPMENT, ETC.",AU,AUSTRALIA,5.112162684,13.59617735,0.09,0.09,KG
11/1/2020,85129000,"PARTS FOR VEHICLE LIGHTING, SIGNALLING EQUIPMENT, ETC.",CA,CANADA,83.20238951,221.2829508,7.843,7.843,KG
11/1/2020,85129000,"PARTS FOR VEHICLE LIGHTING, SIGNALLING EQUIPMENT, ETC.",CN,CHINA,9396.186633,24989.85807,3745.223,3745.223,KG
11/1/2020,85129000,"PARTS FOR VEHICLE LIGHTING, SIGNALLING EQUIPMENT, ETC.",CZ,CZECH REPUBLIC,612.0025554,1627.666371,42.943,42.943,KG
11/1/2020,85129000,"PARTS FOR VEHICLE LIGHTING, SIGNALLING EQUIPMENT, ETC.",ES,SPAIN,19.10818018,50.81962814,1.5,1.5,KG
11/1/2020,85129000,"PARTS FOR VEHICLE LIGHTING, SIGNALLING EQUIPMENT, ETC.",FR,FRANCE,212.794936,565.9439788,2.31,2.31,KG
11/1/2020,85129000,"PARTS FOR VEHICLE LIGHTING, SIGNALLING EQUIPMENT, ETC.",GB,UNITED KINGDOM,372.3898602,990.3985645,14.139,14.139,KG
11/1/2020,85129000,"PARTS FOR VEHICLE LIGHTING, SIGNALLING EQUIPMENT, ETC.",HU,HUNGARY,26.23532234,69.77479346,15.278,15.278,KG
11/1/2020,85129000,"PARTS FOR VEHICLE LIGHTING, SIGNALLING EQUIPMENT, ETC.",IN,INDIA,54.5215877,145.0042226,8.374,8.374,KG
11/1/2020,85129000,"PARTS FOR VEHICLE LIGHTING, SIGNALLING EQUIPMENT, ETC.",MY,MALAYSIA,511.6992169,1360.902173,48.165,48.165,KG
11/1/2020,85129000,"PARTS FOR VEHICLE LIGHTING, SIGNALLING EQUIPMENT, ETC.",RO,ROMANIA,79.1584064,210.5276766,2.96,2.96,KG
11/1/2020,85129000,"PARTS FOR VEHICLE LIGHTING, SIGNALLING EQUIPMENT, ETC.",US,UNITED STATES OF AMERICA,5044.848466,13417.15018,526.919,526.919,KG
11/1/2020,85131000,PORTABLE ELECTRIC LAMPS,DE,GERMANY,55.26151966,146.9721268,11.144,1,NO
11/1/2020,85131000,PORTABLE ELECTRIC LAMPS,ES,SPAIN,196.7173819,523.1845262,5.25,1,NO
11/1/2020,85131000,PORTABLE ELECTRIC LAMPS,IN,INDIA,12.18248118,32.4002159,4.3,8,NO
11/1/2020,85139000,PARTS OF PORTABLE ELECTRIC LAMPS,DK,DENMARK,267.895299,712.4874973,5,5,KG
11/1/2020,85142000,INDUCTION OR DIELECTRIC FURNACES AND OVENS,CN,CHINA,5.051321088,13.4343646,2.2,1,NO
11/1/2020,85144000,OTHER INDUCTION OR DIELECTRIC HEATING EQUIPMENT,CN,CHINA,56.42859336,150.0760462,210,24,NO
11/1/2020,85144000,OTHER INDUCTION OR DIELECTRIC HEATING EQUIPMENT,DE,GERMANY,2401.042405,6385.751078,13,1,NO
11/1/2020,85149000,PARTS FOR INDUSTRIAL OVENS AND HEATING EQUIPMENT,CN,CHINA,301.66448,802.2991489,120,120,KG
11/1/2020,85149000,PARTS FOR INDUSTRIAL OVENS AND HEATING EQUIPMENT,DE,GERMANY,1724.914635,4587.538922,78.636,78.636,KG
11/1/2020,85153900,OTHER MACHINES FOR ARC WELDING OF METAL,CN,CHINA,902.2237555,2399.531265,500.817,44,NO
11/1/2020,85153900,OTHER MACHINES FOR ARC WELDING OF METAL,IT,ITALY,21333.85897,56738.98662,3755.207,132,NO
11/1/2020,85158000,OTHER MACHINES AND APPARATUS FOR SOLDERING AND WELDING,CN,CHINA,1405.4097,3737.791755,60,1,NO
11/1/2020,85158000,OTHER MACHINES AND APPARATUS FOR SOLDERING AND WELDING,US,UNITED STATES OF AMERICA,5.25955,13.98816489,0.5,1,NO
11/1/2020,85159000,PARTS FOR MACHINES FOR WELDING AND SOLDERING,CZ,CZECH REPUBLIC,212.2853093,564.5885886,50,50,KG
11/1/2020,85159000,PARTS FOR MACHINES FOR WELDING AND SOLDERING,GB,UNITED KINGDOM,1479.638843,3935.209688,118.798,118.798,KG
11/1/2020,85159000,PARTS FOR MACHINES FOR WELDING AND SOLDERING,IT,ITALY,3018.451826,8027.79741,188.892,188.892,KG
11/1/2020,85159000,PARTS FOR MACHINES FOR WELDING AND SOLDERING,MX,MEXICO,273.9978842,728.7177771,109.4,109.4,KG
11/1/2020,85159000,PARTS FOR MACHINES FOR WELDING AND SOLDERING,US,UNITED STATES OF AMERICA,1774.27309,4718.81141,308.7,308.7,KG
11/1/2020,85161010,"Electric instantaneous or storage water heaters and immersion heaters, of a capacity 200 l or less.",IN,INDIA,349.36804,929.1703191,26.56,6,NO
11/1/2020,85161010,"Electric instantaneous or storage water heaters and immersion heaters, of a capacity 200 l or less.",KR,REPUBLIC OF KOREA,1276.27216,3394.340851,4,8,NO
11/1/2020,85161010,"Electric instantaneous or storage water heaters and immersion heaters, of a capacity 200 l or less.",MY,MALAYSIA,213.448024,567.6809149,251.02,6,NO
11/1/2020,85161010,"Electric instantaneous or storage water heaters and immersion heaters, of a capacity 200 l or less.",TR,TURKEY,136.50712,363.0508511,174.36,10,NO
11/1/2020,85161020,"Electric instantaneous or storage water heaters and immersion heaters, of a capacity exceeding  200 l.",OM,SULTANATE OMAN,17829.73,47419.49468,9582.5,926,NO
11/1/2020,85162990,OTHER ELECTRIC SPACE AND SOIL HEATING APPARATUS,KR,REPUBLIC OF KOREA,460.8222127,1225.590991,22,1,NO
11/1/2020,85163100,HAIR DRYERS,MY,MALAYSIA,3159.624036,8403.255415,157,35,NO
11/1/2020,85163200,OTHER HAIR-DRESSING APPARATUS,MY,MALAYSIA,5883.301038,15647.07723,278,50,NO
11/1/2020,85165000,MICROWAVE OVENS,MY,MALAYSIA,16320.28625,43405.01661,10071.6,462,NO
11/1/2020,85166000,"OTHER OVENS; COOKERS, COOKING PLATES AND THE LIKE",GB,UNITED KINGDOM,19337.23472,51428.81575,1128.34,3,NO
11/1/2020,85166000,"OTHER OVENS; COOKERS, COOKING PLATES AND THE LIKE",TR,TURKEY,39416.81912,104831.9657,18324.061,1591,NO
11/1/2020,85167100,COFFEE OR TEA MAKERS,CH,SWITZERLAND,26690.86997,70986.35631,180,5,NO
11/1/2020,85167100,COFFEE OR TEA MAKERS,FR,FRANCE,877.1793502,2332.923804,20.5,1,NO
11/1/2020,85167100,COFFEE OR TEA MAKERS,RO,ROMANIA,1826.838809,4858.613853,262.579,12,NO
11/1/2020,85167100,COFFEE OR TEA MAKERS,UA,UKRAINE,8174.900452,21741.75652,1100,200,NO
11/1/2020,85167910,COFFEE ROASTERS OR POPCORN MAKERS,CN,CHINA,8559.813729,22765.46204,3577.378,506,NO
11/1/2020,85167910,COFFEE ROASTERS OR POPCORN MAKERS,SA,SAUDI ARABIA,227.2477156,604.3822222,10,1,NO
11/1/2020,85167920,ELECTRIC INCENSE BURNERS,CN,CHINA,32345.31055,86024.76209,10399.755,4615,NO
11/1/2020,85167990,OTHER ELECTRO-THERMIC APPLIANCES,CN,CHINA,50161.78391,133408.9998,23937.308,7335,NO
11/1/2020,85167990,OTHER ELECTRO-THERMIC APPLIANCES,FR,FRANCE,604.8191562,1608.561586,39.198,3,NO
11/1/2020,85167990,OTHER ELECTRO-THERMIC APPLIANCES,GB,UNITED KINGDOM,373.1788293,992.4968864,15,10,NO
11/1/2020,85167990,OTHER ELECTRO-THERMIC APPLIANCES,IT,ITALY,1824.349427,4851.993157,104.95,24,NO
11/1/2020,85168000,ELECTRIC HEATING RESISTORS,AT,AUSTRIA,151.0093329,401.6205663,3,2,NO
11/1/2020,85168000,ELECTRIC HEATING RESISTORS,CZ,CZECH REPUBLIC,21.78692054,57.94393761,0.1,1,NO
11/1/2020,85168000,ELECTRIC HEATING RESISTORS,DK,DENMARK,410.121962,1090.749899,1,8,NO
11/1/2020,85169000,"PARTS FOR ELECTRIC WATER AND SPACE HEATERS, ETC.",CH,SWITZERLAND,2172.825356,5778.790841,34.5,34.5,KG
11/1/2020,85169000,"PARTS FOR ELECTRIC WATER AND SPACE HEATERS, ETC.",CN,CHINA,62004.20444,164904.7991,94211.604,94211.604,KG
11/1/2020,85169000,"PARTS FOR ELECTRIC WATER AND SPACE HEATERS, ETC.",ES,SPAIN,30.47561975,81.05218018,0.96,0.96,KG
11/1/2020,85169000,"PARTS FOR ELECTRIC WATER AND SPACE HEATERS, ETC.",GR,GREECE,634.9628231,1688.730913,8,8,KG
11/1/2020,85169000,"PARTS FOR ELECTRIC WATER AND SPACE HEATERS, ETC.",HR,CROATIA,78.0040735,207.4576423,0.8,0.8,KG
11/1/2020,85169000,"PARTS FOR ELECTRIC WATER AND SPACE HEATERS, ETC.",MX,MEXICO,536.3401672,1426.436615,28.16,28.16,KG
11/1/2020,85169000,"PARTS FOR ELECTRIC WATER AND SPACE HEATERS, ETC.",NL,NETHERLANDS,2534.271765,6740.084482,62,62,KG
11/1/2020,85169000,"PARTS FOR ELECTRIC WATER AND SPACE HEATERS, ETC.",RO,ROMANIA,109.445011,291.077157,0.96,0.96,KG
11/1/2020,85169000,"PARTS FOR ELECTRIC WATER AND SPACE HEATERS, ETC.",SA,SAUDI ARABIA,1581.47595,4206.053059,10,10,KG
11/1/2020,85169000,"PARTS FOR ELECTRIC WATER AND SPACE HEATERS, ETC.",VN,VIETNAM,40.3764103,107.3840699,13.575,13.575,KG
11/1/2020,85171200,TELEPHONES FOR CELLULAR NETWORKS OR FOR OTHER WIRELESS NETWORKS,DE,GERMANY,420.9292896,1119.492791,1.2,2,NO
11/1/2020,85171200,TELEPHONES FOR CELLULAR NETWORKS OR FOR OTHER WIRELESS NETWORKS,US,UNITED STATES OF AMERICA,28792.25827,76575.15498,51.076,70,NO
11/1/2020,85171800,OTHER TELEPHONE SETS,CN,CHINA,24786.08399,65920.43615,496.724,285,NO
11/1/2020,85171800,OTHER TELEPHONE SETS,LA,LAO PEOPLE' S DEM REPUBLIC,648.1346683,1723.762416,4,4,NO
11/1/2020,85171800,OTHER TELEPHONE SETS,US,UNITED STATES OF AMERICA,6143.47589,16339.03162,387.941,6,NO
11/1/2020,85171800,OTHER TELEPHONE SETS,VN,VIETNAM,109.59955,291.4881649,5,3,NO
11/1/2020,85176100,BASE STATION,CN,CHINA,668.8252055,1778.79044,20.46,3,NO
11/1/2020,85176210,CENTRAL APPARATUS,CN,CHINA,234349.6635,623270.3816,5441.024,2714,NO
11/1/2020,85176210,CENTRAL APPARATUS,GB,UNITED KINGDOM,2394.47706,6368.290053,33,11,NO
11/1/2020,85176210,CENTRAL APPARATUS,IN,INDIA,9299.489119,24732.68383,182.1,15,NO
11/1/2020,85176210,CENTRAL APPARATUS,LV,LATVIA,8194.825978,21794.74994,50.7,12,NO
11/1/2020,85176210,CENTRAL APPARATUS,MX,MEXICO,66333.04507,176417.6731,2015.94,227,NO
11/1/2020,85176210,CENTRAL APPARATUS,PH,PHILIPPINES,245.284319,652.3519122,20,8,NO
11/1/2020,85176220,OTHER APPARATUS FOR CURRENT LINES CONDUCTORS SYSTEMS OR DIGITAL LINES SYSTEMS,MX,MEXICO,46354.68806,123283.7448,93.35,104,NO
11/1/2020,85176220,OTHER APPARATUS FOR CURRENT LINES CONDUCTORS SYSTEMS OR DIGITAL LINES SYSTEMS,MY,MALAYSIA,21147.63063,56243.69849,172.183,27,NO
11/1/2020,85176230,Special transmission apparatus for transfering interpretation,CN,CHINA,3715.869758,9882.632334,26.2,32,NO
11/1/2020,85176240,"Special apparatus for reception of relief signals from vessels, aircraft,.etc.",CN,CHINA,1217.051521,3236.839152,100,22,NO
11/1/2020,85176260,Apparatus for remote transmission or reception of signals.,TW,TAIWAN,11880.44843,31596.93731,23.664,100,NO
11/1/2020,85176290,OTHER ELECTRICAL APPARATUS FOR LINE TELEPHONY OR LINE TELEGRAPHY,AE,UNITED ARAB EMIRATES,1700.420332,4522.3945,28,4,NO
11/1/2020,85176290,OTHER ELECTRICAL APPARATUS FOR LINE TELEPHONY OR LINE TELEGRAPHY,CA,CANADA,425.5974781,1131.908186,1.3,1,NO
11/1/2020,85176290,OTHER ELECTRICAL APPARATUS FOR LINE TELEPHONY OR LINE TELEGRAPHY,CN,CHINA,1479520.855,3934895.89,23360.464,13216,NO
11/1/2020,85176290,OTHER ELECTRICAL APPARATUS FOR LINE TELEPHONY OR LINE TELEGRAPHY,GB,UNITED KINGDOM,927219.5251,2466009.375,17414,40,NO
11/1/2020,85176290,OTHER ELECTRICAL APPARATUS FOR LINE TELEPHONY OR LINE TELEGRAPHY,IE,IRELAND,174.4833038,464.0513399,2.474,1,NO
11/1/2020,85176290,OTHER ELECTRICAL APPARATUS FOR LINE TELEPHONY OR LINE TELEGRAPHY,MX,MEXICO,55724.04071,148202.2359,178.43,11,NO
11/1/2020,85176290,OTHER ELECTRICAL APPARATUS FOR LINE TELEPHONY OR LINE TELEGRAPHY,MY,MALAYSIA,25189.63036,66993.69775,178.811,96,NO
11/1/2020,85176290,OTHER ELECTRICAL APPARATUS FOR LINE TELEPHONY OR LINE TELEGRAPHY,TW,TAIWAN,24865.3623,66131.28271,200.14,49,NO
11/1/2020,85176290,OTHER ELECTRICAL APPARATUS FOR LINE TELEPHONY OR LINE TELEGRAPHY,US,UNITED STATES OF AMERICA,26954.26949,71686.88695,157.347,179,NO
11/1/2020,85176910,ALARMS AND SOUND SIGNALLING APPARATUS,FR,FRANCE,359.828008,956.989383,1,3,NO
11/1/2020,85176910,ALARMS AND SOUND SIGNALLING APPARATUS,KR,REPUBLIC OF KOREA,576.5336815,1533.334259,6,26,NO
11/1/2020,85176990,OTHER MACHINES FOR THE RECEPTION COVERSION AND TRANSMISSION,CN,CHINA,54706.604,145496.2872,1070.295,1622,NO
11/1/2020,85176990,OTHER MACHINES FOR THE RECEPTION COVERSION AND TRANSMISSION,GB,UNITED KINGDOM,1598.287849,4250.765557,8.436,10,NO
11/1/2020,85176990,OTHER MACHINES FOR THE RECEPTION COVERSION AND TRANSMISSION,TW,TAIWAN,3554.589443,9453.695328,108.602,8,NO
11/1/2020,85177000,PARTS FOR USE WITH HEADINGS 85.17,DE,GERMANY,231.9982638,617.016659,6.06,6.06,KG
11/1/2020,85177000,PARTS FOR USE WITH HEADINGS 85.17,DK,DENMARK,1431.745635,3807.834135,30,30,KG
11/1/2020,85177000,PARTS FOR USE WITH HEADINGS 85.17,GB,UNITED KINGDOM,5551.477528,14764.56789,81,81,KG
11/1/2020,85177000,PARTS FOR USE WITH HEADINGS 85.17,IE,IRELAND,167.4043153,445.2242428,3.96,3.96,KG
11/1/2020,85177000,PARTS FOR USE WITH HEADINGS 85.17,NL,NETHERLANDS,37.9881,101.0321809,13,13,KG
11/1/2020,85177000,PARTS FOR USE WITH HEADINGS 85.17,PL,POLAND,3989.015925,10609.08491,15.08,15.08,KG
11/1/2020,85181010,"MICROPHONES WITH A FREQUENCY BETWEEN 300 HZ - 3,4 KHZ WITH A DIAMETER NOT EXCEEDING 10 MM AND A HEIGHT NOT EXCEEDING 3 MM FOR COMMONUCATIONS PURPOSES",CN,CHINA,6119.599529,16275.53066,101.632,2867,NO
11/1/2020,85181010,"MICROPHONES WITH A FREQUENCY BETWEEN 300 HZ - 3,4 KHZ WITH A DIAMETER NOT EXCEEDING 10 MM AND A HEIGHT NOT EXCEEDING 3 MM FOR COMMONUCATIONS PURPOSES",PH,PHILIPPINES,203.5655218,541.3976642,1.458,4,NO
11/1/2020,85181090,OTHER MICROPHONES,DK,DENMARK,642.280971,1708.194072,2,2,NO
11/1/2020,85181090,OTHER MICROPHONES,MX,MEXICO,155.7605945,414.2569003,3,2,NO
11/1/2020,85182100,"SINGLE LOUDSPEAKERS, MOUNTED IN THEIR ENCLOSURES",KR,REPUBLIC OF KOREA,12.85198011,34.18079817,0.3,3,NO
11/1/2020,85182100,"SINGLE LOUDSPEAKERS, MOUNTED IN THEIR ENCLOSURES",MX,MEXICO,3784.965551,10066.39774,141.633,61,NO
11/1/2020,85182200,"MULTIPLE LOUDSPEAKERS, MOUNTED IN SAME ENCLOSURES",CN,CHINA,93919.10096,249784.843,11554.57,1417,NO
11/1/2020,85182200,"MULTIPLE LOUDSPEAKERS, MOUNTED IN SAME ENCLOSURES",ID,INDONESIA,4254.889212,11316.19471,561.359,324,NO
11/1/2020,85182200,"MULTIPLE LOUDSPEAKERS, MOUNTED IN SAME ENCLOSURES",MX,MEXICO,1578.713465,4198.706023,56.351,16,NO
11/1/2020,85182200,"MULTIPLE LOUDSPEAKERS, MOUNTED IN SAME ENCLOSURES",US,UNITED STATES OF AMERICA,1998.917459,5316.269837,402,19,NO
11/1/2020,85182910,"LOUDSPEAKERS, WITHOUT THEIR ENCLOSURES, WITH A FREQUENCY BETWEEN 300 HZ - 3,4 KHZ WITH A DIAMETER NOT EXCEEDING 50 MM  FOR COMMONUCATIONS PURPOSES",PL,POLAND,69.00076264,183.5126666,1.473,5,NO
11/1/2020,85182990,OTHER LOUDSPEAKERS,CN,CHINA,4146.151915,11026.99977,200.683,370,NO
11/1/2020,85183090,"OTHER HEADPHONES, EARPHONES, COMBINED MICROPHONE/SPEAKER SETS",AE,UNITED ARAB EMIRATES,28.822179,76.65473138,2,1,NO
11/1/2020,85183090,"OTHER HEADPHONES, EARPHONES, COMBINED MICROPHONE/SPEAKER SETS",MY,MALAYSIA,2287.967279,6085.01936,166.118,21,NO
11/1/2020,85183090,"OTHER HEADPHONES, EARPHONES, COMBINED MICROPHONE/SPEAKER SETS",US,UNITED STATES OF AMERICA,765.3635266,2035.541294,9.1,13,NO
11/1/2020,85183090,"OTHER HEADPHONES, EARPHONES, COMBINED MICROPHONE/SPEAKER SETS",VN,VIETNAM,10267.40111,27306.91784,408.89,675,NO
11/1/2020,85184010,ELECTRIC AMPLIFIERS FOR USE AS REFORMATION SIGNALLING APPARATUS IN TELEPHONE LINES TECHNIQUE PRODUCTS OF INFORMATION TECHNIQUE AGREEMENT,US,UNITED STATES OF AMERICA,979.9025,2606.12367,5.4,1,NO
11/1/2020,85184090,OTHER AUDIO-FREQUENCY ELECTRIC AMPLIFIERS,BG,BULGARIA,116.7983461,310.6338991,345,15,NO
11/1/2020,85184090,OTHER AUDIO-FREQUENCY ELECTRIC AMPLIFIERS,HU,HUNGARY,893.4211865,2376.120177,9.1,2,NO
11/1/2020,85184090,OTHER AUDIO-FREQUENCY ELECTRIC AMPLIFIERS,TW,TAIWAN,234.9842465,624.9581023,163,9,NO
11/1/2020,85185000,ELECTRIC SOUND AMPLIFIER SETS,CN,CHINA,658.564318,1751.500846,1287,117,NO
11/1/2020,85185000,ELECTRIC SOUND AMPLIFIER SETS,MY,MALAYSIA,1701.363404,4524.902671,60,20,NO
11/1/2020,85189010,PARTS OF ELECTRIC AMPLIFIERS FOR USE AS REFORMATION SIGNALLING APPARATUS IN TELEPHONE LINES TECHNIQUE PRODUCTS OF INFORMATION TECHNIQUE AGREEMENT,DE,GERMANY,318.1022561,846.0166386,10.84,10.84,KG
11/1/2020,85189090,"OTHER PARTS FOR SPEAKERS, AMPLIFERS AND THE LIKE",CN,CHINA,6725.113446,17885.94002,7500.534,7500.534,KG
11/1/2020,85189090,"OTHER PARTS FOR SPEAKERS, AMPLIFERS AND THE LIKE",GB,UNITED KINGDOM,844.6545678,2246.421723,5.23,5.23,KG
11/1/2020,85189090,"OTHER PARTS FOR SPEAKERS, AMPLIFERS AND THE LIKE",MY,MALAYSIA,36.8026545,97.87940027,2.397,2.397,KG
11/1/2020,85193000,TURNTABLES (RECORD-DECKS),CN,CHINA,1093.317746,2907.759964,39,15,NO
11/1/2020,85198100,"OTHER APPARATUS USING MAGNETIC, OPTICAL OR SEMICONDUCTOR MEDIA",CN,CHINA,3665.901588,9749.738267,3411.919,1840,NO
11/1/2020,85198100,"OTHER APPARATUS USING MAGNETIC, OPTICAL OR SEMICONDUCTOR MEDIA",MY,MALAYSIA,1017.27654,2705.522713,116.248,14,NO
11/1/2020,85198900,OTHER SOUND APPARATUS,CN,CHINA,528.8307094,1406.464653,58,9,NO
11/1/2020,85198900,OTHER SOUND APPARATUS,US,UNITED STATES OF AMERICA,132.565269,352.5672048,2,1,NO
11/1/2020,85219000,OTHER VIDEO RECORDERS,CA,CANADA,4279.294225,11381.10166,12,2,NO
11/1/2020,85219000,OTHER VIDEO RECORDERS,HU,HUNGARY,193.5443127,514.7455126,5.95,2,NO
11/1/2020,85219000,OTHER VIDEO RECORDERS,MY,MALAYSIA,1287.283894,3423.627378,137.79,23,NO
11/1/2020,85219000,OTHER VIDEO RECORDERS,SK,SLOVAKIA,763.461006,2030.481399,43.82,5,NO
11/1/2020,85219000,OTHER VIDEO RECORDERS,US,UNITED STATES OF AMERICA,38662.20357,102825.0095,299,6,NO
11/1/2020,85229000,OTHER PARTS OF HEADINGS 85.19 TO 85.21,CN,CHINA,2350.052542,6250.139738,793.546,793.546,KG
11/1/2020,85229000,OTHER PARTS OF HEADINGS 85.19 TO 85.21,DE,GERMANY,1064.339291,2830.689604,1,1,KG
11/1/2020,85232100,CARD INCLUDE MAGNETIC TAPE,CN,CHINA,6014.172087,15995.13853,653,67050,NO
11/1/2020,85232910,"MAGNETIC MEDIA, BLANKED, FOR SOUND RECORDING AND VIDEO APPARATUS",DE,GERMANY,71.63340087,190.514364,0.3,1,NO
11/1/2020,85232990,OTHER UNRECORDED MEDIA FOR SOUND RECORDING,DE,GERMANY,2840.425834,7554.324026,9,2,NO
11/1/2020,85234900,Other Optical media,CN,CHINA,2572.490022,6841.728782,107.9,242,NO
11/1/2020,85234900,Other Optical media,CZ,CZECH REPUBLIC,273.8133337,728.2269513,5.95,1,NO
11/1/2020,85234900,Other Optical media,FR,FRANCE,1638.08194,4356.600903,4.733,6,NO
11/1/2020,85234900,Other Optical media,IE,IRELAND,1023.367118,2721.721058,38.5,5,NO
11/1/2020,85234900,Other Optical media,NL,NETHERLANDS,1317.987682,3505.286388,49.14,91,NO
11/1/2020,85234900,Other Optical media,PL,POLAND,31938.49315,84942.80093,428.849,394,NO
11/1/2020,85234900,Other Optical media,TW,TAIWAN,124.4043,330.8625,2.2,1,NO
11/1/2020,85235100,SOLID-STATE NON-VOLATILE STORAGE DEVICES,CN,CHINA,94600.40015,251596.8089,1389.147,7344,NO
11/1/2020,85235100,SOLID-STATE NON-VOLATILE STORAGE DEVICES,GB,UNITED KINGDOM,1084.507629,2884.328802,216.901,32,NO
11/1/2020,85235100,SOLID-STATE NON-VOLATILE STORAGE DEVICES,JP,JAPAN,6654.962438,17699.36819,1086.27,185,NO
11/1/2020,85235100,SOLID-STATE NON-VOLATILE STORAGE DEVICES,KR,REPUBLIC OF KOREA,738.4941249,1964.080119,7.521,21,NO
11/1/2020,85235100,SOLID-STATE NON-VOLATILE STORAGE DEVICES,TH,THAILAND,4436.616068,11799.51082,23.001,375,NO
11/1/2020,85235200,SMART CARDS,CN,CHINA,28840.96445,76704.6927,222.341,33030,NO
11/1/2020,85235200,SMART CARDS,MY,MALAYSIA,146.4034881,389.3709789,2.1,200,NO
11/1/2020,85235200,SMART CARDS,SG,SINGAPORE,70888.96566,188534.4831,692,115450,NO
11/1/2020,85235200,SMART CARDS,TW,TAIWAN,73.917228,196.5883723,2.9,3,NO
11/1/2020,85235900,OTHER SEMICONDUCTOR MEDIA,KR,REPUBLIC OF KOREA,2872.6707,7640.081649,0.3,1,NO
11/1/2020,85255000,Transmission apparatus for radio-broadcasting or television,MY,MALAYSIA,371.6823714,988.5169452,1,3,NO
11/1/2020,85256000,TRANSMISSION  APPARATUS for radio-broadcasting or television INCORPORATING RECEPTION APPARATUS,IE,IRELAND,429.48592,1142.249787,1,1,NO
11/1/2020,85256000,TRANSMISSION  APPARATUS for radio-broadcasting or television INCORPORATING RECEPTION APPARATUS,MY,MALAYSIA,10217.27505,27173.60386,127.882,97,NO
11/1/2020,85256000,TRANSMISSION  APPARATUS for radio-broadcasting or television INCORPORATING RECEPTION APPARATUS,NL,NETHERLANDS,7066.339993,18793.45743,148.7,1,NO
11/1/2020,85256000,TRANSMISSION  APPARATUS for radio-broadcasting or television INCORPORATING RECEPTION APPARATUS,NZ,NEW ZEALAND,348.692358,927.3732926,5.6,2,NO
11/1/2020,85256000,TRANSMISSION  APPARATUS for radio-broadcasting or television INCORPORATING RECEPTION APPARATUS,US,UNITED STATES OF AMERICA,1451.876435,3861.373497,40.056,3,NO
11/1/2020,85258010,VIDEO CAMERAS,DE,GERMANY,3075.40961,8179.280878,1,1,NO
11/1/2020,85258010,VIDEO CAMERAS,GB,UNITED KINGDOM,222.0569526,590.5770016,0.5,1,NO
11/1/2020,85258010,VIDEO CAMERAS,TH,THAILAND,14556.59878,38714.35846,126.411,15,NO
11/1/2020,85258020,Digital  cameras,MY,MALAYSIA,2505.290604,6663.006927,33.75,1,NO
11/1/2020,85258020,Digital  cameras,NL,NETHERLANDS,1220.052172,3244.819606,53,2,NO
11/1/2020,85258020,Digital  cameras,TH,THAILAND,701.7328924,1866.310884,1,1,NO
11/1/2020,85258091,Television cameras for security surveillance only.,CA,CANADA,7392.422229,19660.69742,61.906,51,NO
11/1/2020,85258091,Television cameras for security surveillance only.,CN,CHINA,10541.92391,28037.03169,653.283,1078.12,NO
11/1/2020,85258091,Television cameras for security surveillance only.,GB,UNITED KINGDOM,316.936722,842.9168138,18,7,NO
11/1/2020,85258091,Television cameras for security surveillance only.,PL,POLAND,11528.14338,30659.9558,55.529,46,NO
11/1/2020,85258091,Television cameras for security surveillance only.,TW,TAIWAN,1094.34065,2910.480451,13,7,NO
11/1/2020,85258099,"OTHER TELEVISION CAMERAS, DIGITAL CAMERAS AND VIDEO CAMERA RECORDERS",PL,POLAND,7656.914756,20364.13499,68.406,45,NO
11/1/2020,85258099,"OTHER TELEVISION CAMERAS, DIGITAL CAMERAS AND VIDEO CAMERA RECORDERS",TW,TAIWAN,1672.672703,4448.597614,59.993,17,NO
11/1/2020,85261000,RADAR APPARATUS,DE,GERMANY,1584.625477,4214.429459,7.938,4,NO
11/1/2020,85269110,Global Positioning Systems (GPS),GB,UNITED KINGDOM,282.14206,750.3778191,35.25,4,NO
11/1/2020,85269110,Global Positioning Systems (GPS),LT,LITHUANIA,45.52331406,121.0726438,0.2,1,NO
11/1/2020,85269190,Other Radio navigational aid apparatus,GB,UNITED KINGDOM,1642.921818,4369.472919,64.24,10,NO
11/1/2020,85269190,Other Radio navigational aid apparatus,GR,GREECE,441.2252472,1173.471402,4,10,NO
11/1/2020,85269190,Other Radio navigational aid apparatus,JP,JAPAN,324.2898962,862.4731282,2.88,2,NO
11/1/2020,85269190,Other Radio navigational aid apparatus,NO,NORWAY,607.5669804,1615.869629,4,1,NO
